Name,Birth Date,Phone Number,Citizen,Country,Zip Code,Year,Time,Longitude,Latitude
Hannah,1980-08-14,(01632)960282,True,Singapore,86932,2006,14:30:49,-9.328844,-61.8709795
Joseph,1986-07-27,+44115 4960352,False,Nigeria,43095,1977,23:11:52,-78.032084,76.1133875
John,1980-12-26,+44116 496 0289,True,British Virgin Islands,47278,2002,10:05:17,3.589360,55.422136
Rachael,1982-05-27,+44(0)115 496 0692,False,Uzbekistan,47573,2011,18:10:38,126.900141,52.7229065
Kayla,2020-06-21,(0191)4960031,False,Russian Federation,50409,2020,06:19:15,127.230086,41.934890
Frank,2007-05-15,01154960200,False,Macao,63222,2002,12:26:03,-76.258713,-73.444295
George,1972-12-24,+44141 496 0661,True,Guernsey,12048,2008,13:55:50,-147.769389,22.176265
Gregory,1974-10-27,(0116) 4960999,True,Korea,94237,1983,05:29:10,-31.794067,73.977367
Jennifer,1987-01-23,(029) 2018411,False,Montserrat,64219,2009,07:07:58,19.765045,-75.8480215
Curtis,1983-12-23,(028) 9018 0664,False,Western Sahara,84171,2020,03:03:50,49.428221,-44.322361
Jeremiah,2020-08-03,+44161 496 0227,True,Denmark,31302,1972,13:51:41,-175.975922,-3.4693035
Brian,2002-01-02,0118 496 0505,True,Christmas Island,25232,1979,19:33:55,68.860475,-12.647042
Ricardo,2013-03-19,(028)9018404,False,Holy See (Vatican City State),64209,2005,16:15:28,52.454232,-83.944512
Janet,2010-01-02,0117 496 0984,False,Uzbekistan,29618,2004,03:54:17,37.435776,-77.3024235
Christopher,1971-02-26,01314960633,True,Oman,18202,2011,03:33:19,156.105481,26.5311955
Jason,2014-03-19,+44(0)8081570637,True,Kyrgyz Republic,44434,2000,02:49:30,-96.783805,60.9662095
Donna,1992-01-17,(0191)4960891,True,Holy See (Vatican City State),18397,2007,16:11:46,-28.252337,-45.1510025
Deborah,2017-06-20,+441414960492,True,Mali,17159,1990,10:00:49,18.149284,-86.9705465
Mallory,1972-05-24,+44(0)20 74960735,False,Gabon,17583,1978,13:40:51,115.917469,30.0372115
Sarah,1972-05-06,(0909) 879 0810,False,Saint Lucia,95539,2013,06:25:31,34.985062,75.6743275
Kenneth,2013-04-16,+44(0)3069990007,False,Central African Republic,69518,1990,19:19:33,-42.115341,-4.7830975
Adam,1993-12-17,+44(0)9098790044,True,Slovenia,68277,1985,22:30:04,-107.172065,-72.856883
Andrea,2013-12-24,+44(0)117 4960493,False,Belize,34533,1975,05:35:31,-34.307065,-8.451830
Logan,1981-10-30,+441632960390,False,Greenland,57672,2011,04:43:05,-0.767997,58.577868
Theresa,2001-12-17,+441914960300,True,Northern Mariana Islands,12823,2009,17:40:28,167.265950,-24.4057975
Pamela,1973-07-12,+44(0)28 9018 0083,False,Paraguay,71228,1977,03:10:16,-177.214543,0.182541
Sean,1972-12-24,+44(0)808 1570457,True,France,80913,1999,05:38:47,-151.393209,64.2700765
Christopher,2019-07-29,+44(0)116 4960615,False,British Virgin Islands,39580,2016,19:26:44,-75.963764,7.891047
Sherri,2011-09-30,0292018424,True,Nigeria,36949,2010,17:55:54,68.070548,55.440622
Darryl,2008-05-08,+44191 496 0062,False,Montserrat,72477,1991,18:50:29,37.691388,-71.2750425
Tim,1998-09-20,+44121 496 0563,False,Tunisia,84214,1987,11:06:43,-27.494190,53.2885235
Nathan,1971-11-01,+44(0)1632 960 758,False,Brazil,15620,1974,08:16:25,-102.065714,75.983028
Mark,1974-04-30,+44121 4960239,False,Zambia,23272,1978,13:31:52,-2.151623,0.438252
Ronald,2020-08-06,(0306) 999 0916,False,Netherlands,75472,2014,12:10:37,-176.421234,79.6557545
Anthony,2008-11-22,+44151 496 0483,True,Ghana,77731,2004,04:02:21,9.385669,35.234737
Danielle,1991-08-02,0121 496 0737,True,Switzerland,69519,1981,14:47:18,56.610794,-48.0926315
Phillip,2011-11-29,01414960170,False,Moldova,86643,2007,13:48:32,-166.978914,-27.433018
Stephen,1996-03-07,+44(0)1632 960 646,False,Benin,03022,1989,22:27:41,168.335254,-31.462567
Robert,2010-06-21,+44151 4960368,False,Belgium,36611,2014,14:34:41,2.854858,-74.7369035
Amber,1998-01-30,+44(0)161 496 0194,False,Morocco,11146,2005,12:18:27,82.156058,-67.120427
Lauren,1993-11-16,+44191 4960329,False,Poland,51825,1972,02:17:57,-179.754888,37.9616115
Carrie,1976-06-27,029 2018468,False,Swaziland,88284,1994,17:13:05,-38.945735,48.543155
Kimberly,2002-02-04,(0118)4960473,False,Comoros,06943,1982,23:13:28,74.706524,-78.439344
William,2018-03-31,0161 4960876,False,Puerto Rico,01699,1998,01:36:57,-158.266014,-45.125402
Amber,2018-03-17,+44(0)161 496 0321,True,Namibia,87720,2001,06:35:29,-133.805683,-29.951404
Julie,2005-04-15,(029) 2018602,False,Libyan Arab Jamahiriya,95516,2006,04:03:10,-75.346344,-24.4381625
Ryan,1988-05-17,(020) 7496 0592,False,Niger,24786,2018,02:50:11,103.124064,82.3680585
Corey,1972-04-22,+44(0)115 496 0245,False,Mozambique,23335,2008,23:59:29,-77.589502,-37.403043
Bonnie,1983-11-23,+44(0)161 496 0931,False,China,26471,2015,08:56:54,120.983629,34.025435
David,2004-12-24,+44(0)151 4960077,True,Denmark,81388,1990,15:24:32,-106.346077,-29.9290765
Lindsay,1993-02-17,(020)74960067,True,Kyrgyz Republic,58758,1983,21:43:25,-19.100217,-20.0364705
Mark,2003-10-11,01174960950,True,Poland,26542,1985,09:32:33,106.977943,-49.242094
Kathryn,2020-08-20,(0115) 496 0026,False,Timor-Leste,17275,1981,13:08:18,45.633879,-16.1508195
Stephanie,2015-03-26,0141 496 0187,True,United States Virgin Islands,38860,1989,06:02:40,0.649220,19.0728255
Michael,2019-05-21,+44(0)118 496 0168,False,Sweden,21977,1970,01:00:59,89.922233,-63.7559365
Jessica,1999-05-21,+44(0)121 496 0333,True,Jordan,92838,1978,19:14:06,0.782726,-34.4689635
Alexis,2006-02-21,(0116) 4960132,True,Tokelau,34389,1989,01:06:50,-126.701824,-55.9374145
Roger,2011-03-27,(0808) 157 0198,False,French Guiana,92408,1988,08:20:51,-116.550154,58.960685
David,2000-06-12,+44(0)151 496 0588,False,Cuba,72738,2013,01:55:51,-7.887260,-85.797244
Benjamin,2002-03-24,+4420 74960600,False,Puerto Rico,81205,2006,01:49:16,-139.274332,9.763887
Debra,1978-09-02,(0114)4960155,False,Liberia,06941,2012,23:59:27,-77.754456,50.140920
Megan,2014-02-11,0131 4960696,False,Tuvalu,29357,1971,11:44:21,-5.054761,24.0970875
Melissa,2013-08-25,028 9018 0640,True,Bosnia and Herzegovina,41449,1998,09:31:40,-95.082748,13.5096895
Robert,1975-08-21,0808 1570231,False,Venezuela,33960,2011,11:18:58,-142.492418,-27.4614975
Amanda,1980-10-23,08081570356,True,Palau,74815,2005,01:04:18,-157.541480,42.0907215
Vanessa,1998-05-05,(0909) 879 0025,False,Djibouti,38729,2016,09:40:42,61.991278,87.5124765
James,1975-06-01,+44115 4960458,True,Hong Kong,32035,2012,23:29:12,-130.953227,-40.517807
Christine,1995-07-22,029 2018408,False,Gambia,57725,2017,13:53:59,-158.823726,78.568042
Robert,1993-01-02,0292018986,True,Bangladesh,19596,2003,13:23:10,-37.855060,45.362019
Melissa,2007-07-12,+44115 496 0564,True,Lithuania,45717,1982,16:56:29,-15.598344,62.984126
Jason,1972-02-18,+441134960159,True,Montserrat,40822,2000,13:42:16,-129.446488,-50.979052
Rachel,2001-09-01,+44117 496 0043,False,Heard Island and McDonald Islands,31353,1989,11:04:56,160.173410,3.030396
Greg,1995-07-03,(0117)4960781,True,Armenia,60289,1977,23:54:12,45.128052,-84.3213205
Edwin,1988-10-05,+44114 496 0663,False,Maldives,35198,1989,16:14:48,168.711027,38.0689725
Megan,1986-11-06,+44(0)151 496 0305,True,United States of America,41036,1983,19:39:27,88.071638,18.1238515
Erica,1988-03-09,0191 4960741,False,Western Sahara,62900,2016,11:11:10,2.778614,46.926998
Emily,2013-02-24,+44(0)114 496 0312,False,Lithuania,34447,1986,18:46:33,97.323293,-75.6107335
Vanessa,1979-01-28,+44(0)117 4960604,True,Suriname,94762,1980,08:51:10,-116.067209,34.915673
Eric,1985-09-16,+44118 496 0428,False,Tonga,73512,1994,21:05:30,-7.948045,-21.559515
Amy,2007-11-15,+44(0)29 2018654,False,Haiti,88939,2020,15:15:33,124.920081,84.9313725
Joyce,2013-07-29,+44289018390,True,Reunion,76222,1979,08:51:57,121.182759,-23.1578065
Timothy,1974-10-18,0131 496 0719,True,Gambia,42071,1976,19:29:51,-0.291310,58.040958
Brandon,1971-05-26,(029)2018438,False,Greenland,17434,2003,01:41:57,-15.803458,-23.366306
Anthony,2000-08-26,+44(0)28 9018 0084,True,Angola,85121,1970,22:16:11,66.107046,-29.365733
Cathy,1971-03-31,(0114) 496 0224,True,Armenia,79083,1993,17:16:18,31.106683,-56.9852975
Kevin,2007-04-26,01632960616,True,Jordan,73299,2007,14:09:57,-13.503630,-87.2135635
Mark,2013-08-01,(0131) 496 0805,False,Taiwan,92007,2001,08:44:44,119.553788,45.6021455
Seth,2002-11-20,+44(0)1214960511,True,Bulgaria,85435,2002,00:52:53,144.470344,36.692240
Zachary,1993-02-03,+44289018747,False,Equatorial Guinea,82082,1992,11:30:08,-175.331653,-46.7040465
Matthew,1980-05-15,+44(0)1914960018,False,Burkina Faso,45079,2014,23:10:44,-151.534395,-29.1579165
April,2014-05-17,+44(0)151 4960732,True,United States of America,31578,2018,01:51:35,-162.739676,4.973923
Angelica,1981-09-22,+44(0)114 496 0184,False,Central African Republic,11888,2017,01:47:06,10.573361,-56.4545295
John,2009-11-02,+4420 7496 0854,False,Poland,48045,1974,23:38:08,53.781051,-68.2306615
Ian,1973-09-26,+44(0)1614960018,True,Aruba,76815,2012,19:08:50,-68.655024,50.7923885
Terri,1973-10-21,+44(0)115 496 0755,True,Italy,69207,1991,16:01:20,-145.022497,69.038761
Charles,1991-05-26,+441144960844,False,Guatemala,00660,1978,20:27:04,50.948165,-13.718608
Sarah,2010-03-20,+44(0)141 496 0518,False,Bangladesh,05808,1984,10:04:48,-57.300530,59.5593435
Amy,1991-12-05,0113 4960955,False,Hungary,96960,2005,23:06:20,-139.233300,-21.586823
William,1994-05-20,+44(0)117 496 0042,True,Cuba,10516,2018,08:53:55,27.181636,14.9591155
Melissa,1978-06-25,029 2018061,True,Togo,11766,2008,01:15:59,43.286438,39.5003765
Douglas,2002-07-01,+44808 1570743,True,Falkland Islands (Malvinas),13150,1972,15:01:38,26.353295,10.9687895
Christopher,1984-09-26,+44116 496 0095,False,Kuwait,26760,1996,22:43:40,110.327445,27.444703
George,2001-02-05,+44(0)28 9018198,True,Nepal,65906,1970,04:55:04,-51.484802,-39.504027
Billy,2020-07-06,0191 498 0851,True,Namibia,21127,2016,00:56:48,135.411403,-79.683102
Tina,1986-11-13,0289018124,False,Ethiopia,88624,2010,03:47:45,-22.109502,-58.073452
Melissa,2008-03-20,(0306) 999 0689,False,Sudan,01301,2010,19:19:11,111.186604,21.627824
Robin,2007-05-08,01632 960 702,True,El Salvador,55179,1998,19:50:34,20.109889,62.165026
Jennifer,2015-12-11,020 74960223,False,Papua New Guinea,03120,2002,00:56:35,174.523410,33.272211
Robert,1974-03-12,01184960168,True,Senegal,91070,2021,07:32:20,48.286955,-62.148105
Rodney,1982-10-08,(0116) 496 0832,False,Saint Vincent and the Grenadines,39672,2002,20:17:04,97.356088,-39.0948355
Lisa,2001-01-05,+44141 496 0037,False,New Caledonia,99344,2005,11:28:54,148.421001,5.170825
Stacy,2000-05-06,+441154960168,True,Ghana,45659,2007,22:53:01,13.440614,24.7304385
Matthew,2006-01-16,(020) 74960520,True,Bahamas,05221,1989,16:26:02,33.217014,-49.964856
Shawna,1977-10-18,0113 4960270,False,Chad,63837,2015,10:59:02,-36.119797,-63.548840
Jessica,2002-09-19,0306 999 0397,True,Nicaragua,01521,1992,09:41:38,-57.194696,-28.840026
Timothy,1970-12-16,+44(0)1154960923,True,Dominican Republic,32600,2005,01:22:50,174.525298,-42.058191
Richard,2008-06-25,+44(0)1164960066,True,Sri Lanka,85172,2003,13:05:25,87.808500,-15.8960595
Donna,1982-08-02,01614960135,False,Comoros,23389,1974,05:31:30,-133.032883,-50.189708
Janet,2013-10-31,+44(0)808 157 0937,False,Montserrat,39754,2017,23:00:49,45.968397,-28.1875575
Jesus,1992-07-22,+44(0)20 74960510,False,Slovenia,20828,1999,21:16:08,139.989514,-19.1882685
Catherine,1974-02-02,0161 496 0430,True,Belgium,81431,1978,23:24:12,-94.262836,20.6809065
Tammy,2020-11-26,(028) 9018806,True,Oman,35463,1971,17:13:34,-31.286577,28.0628315
Laura,1995-02-03,(0191) 496 0031,False,Norway,72076,1989,04:23:10,-52.751428,9.263742
Nicole,1982-09-12,+44117 4960714,True,Congo,90849,1975,00:35:20,66.064476,7.2995275
Elizabeth,1988-09-30,+44(0)1144960132,True,Sierra Leone,50463,1974,06:44:00,-62.008455,13.662316
Trevor,2017-12-25,+448081570691,False,China,44542,1986,16:39:10,111.158667,-61.8717335
Lauren,1978-12-22,+441614960130,False,Sudan,67216,1974,23:21:00,-165.833582,60.795752
Jeffrey,1987-06-09,(0306) 999 0538,True,Cambodia,98414,1982,06:23:11,-51.426388,3.948559
John,1980-09-16,(0808) 157 0481,True,Malta,33651,1975,08:12:15,40.944687,6.881707
Lance,1997-08-26,01314960642,False,Antarctica (the territory South of 60 deg S),25231,1988,00:10:48,-22.177446,-89.418976
Carlos,1997-12-28,+4428 9018 0849,True,Kuwait,99619,1973,15:37:21,105.482301,39.3176605
Gregory,1978-12-11,+4428 9018 0317,True,Slovenia,51873,1999,20:26:47,67.957141,-77.104087
William,1990-03-21,+44(0)808 1570923,True,Pakistan,81732,2006,19:06:01,-60.176548,-83.7835135
Christian,1971-03-11,+44(0)191 4960459,False,Cambodia,08472,2013,10:53:32,-177.140903,53.726502
Johnathan,1985-03-03,(020)74960655,True,Kiribati,14375,2018,02:22:17,-56.958037,-8.8457685
David,1995-07-29,+44(0)117 4960768,False,Kyrgyz Republic,51792,2006,20:05:27,143.743063,44.4546485
Renee,1979-02-23,+44131 496 0098,True,Cyprus,11548,2003,13:14:11,-85.795693,-66.3533525
Brian,2019-12-29,+44(0)191 496 0586,True,Bahrain,17556,2004,18:31:37,16.432623,80.453643
Jessica,2019-01-10,+44141 496 0449,False,Paraguay,82007,2016,19:29:30,-139.931415,-1.852387
Kelly,1979-02-12,+441214960512,False,Chile,97381,1984,00:53:56,12.565825,-61.0083585
Danielle,2013-06-07,+44292018543,True,Congo,50259,2004,15:23:24,171.230317,44.5104345
Justin,1972-10-29,01314960296,True,Saint Barthelemy,10288,1989,23:47:30,-89.159961,-89.820604
Joel,2008-07-03,+44118 496 0245,False,Uzbekistan,92073,1973,05:49:44,168.395280,-34.0223375
Tim,1997-03-25,+44(0)909 879 0257,False,Martinique,17270,2009,12:20:02,2.300190,-13.0084025
Sean,2000-12-06,+44(0)20 7496 0374,False,Faroe Islands,25228,2007,18:19:39,-120.914961,-38.2340445
Veronica,1993-11-06,+44113 4960964,False,Faroe Islands,15732,2000,19:43:57,-86.468631,80.0954165
Melanie,1971-01-27,029 2018 0246,True,Grenada,23016,1973,21:11:21,-37.891084,6.979078
Martin,1978-07-15,+44114 496 0771,False,Cayman Islands,51018,2014,09:39:40,-159.390671,-11.282171
Jimmy,2009-12-10,+441632 960306,True,Antigua and Barbuda,02235,2018,07:01:35,-18.119776,-48.0092765
